,,,4296,03/29,03/29,2426979FAEJEEVAY2,428 AMF 8003425263 CHANDLER  AZ,,25.62,,,,,
,,,4296,03/29,03/29,2469216F92XDPS4A1,AMZN Mktp US*RA7QS3S22 Amzn.com/bill WA,,21.19,,,,,
,,,4296,03/29,03/29,2475542FA4MVF3PLB,COCA COLA TEMPE AZ TEMPE  AZ,,1.75,,,,,
,,,4296,03/30,03/30,2442733FBLM8MR6RN,SPROUTS FARMERS MAR CHANDLER  AZ,,27.47,,,,,
,,,4296,03/30,03/30,2469216FA2YETD1T1,BJ'S RESTAURANTS 639 CHANDLER  AZ,,67.73,,,,,
,,,4296,03/30,03/30,2469216FB2YTK70QG,CIRCLE K 09182 CHANDLER  AZ,,8.09,,,,,
,,,4296,03/30,03/30,2469216FB2YWBM3F1,SQ *HENNA SHOPPE Chandler  AZ,,21.55,,,,,
,,,4296,03/30,03/30,2469216FB2YY7AVPD,TST* THIRSTY LION GASTROP Chandler  AZ,,40.43,,,,,
,,,4296,04/01,04/01,2401134FQ001N6YB1,AMAZON RET* 112-654096 WWW.AMAZON.CO WA,,21.55,,,,,
,,,4296,04/02,04/02,2444500FE2X7L4LJH,FRYS 5051866-576-4377 AZ,,91.74,,,,,
,,,4296,04/02,04/02,2445388FE04WPRH9J,AZ Vehicle Emissions Gord Phoenix  AZ,,17.00,,,,,
,,,4296,04/02,04/02,2469216FD2Y3DQYXF,AMZN Mktp US*MI84P1I33 Amzn.com/bill WA,,12.60,,,,,
,,,4296,04/03,04/03,2494300FEW5PF2RJR,FLOWER CHILD SCOTTSDALE SCOTTSDALE  AZ,,16.15,,,,,
,,,4296,04/04,04/04,2416407FF2LZF2ZGF,TARGET00018382 CHANDLER  AZ,,4.76,,,,,
,,,4296,04/04,04/04,2469216FG3034554W,AZ MVD FEE NEW YORK  NY,,212.37,,,,,
,,,4296,04/05,04/05,2469216FH30RSVPP9,TST* THE HUB BAR & GRILL Phoenix  AZ,,39.89,,,,,
,,,4296,04/06,04/06,2413746FJ01E0XV4Y,WHOLEFDS CHR 10272 CHANDLER  AZ,,18.52,,,,,
,,,4296,04/06,04/06,2426979FJ00Z1XHA3,MY SISTERS ATTIC - 07 CHANDLER  AZ,,77.57,,,,,
,,,4296,04/06,04/06,2469216FH30XSM6FF,AMZN Mktp US*EB7HF1XC3 Amzn.com/bill WA,,34.49,,,,,
,,,4296,04/06,04/06,2469216FH318M9Q29,Amazon.com*1U8350WV3 Amzn.com/bill WA,,8.60,,,,,
,,,4296,04/06,04/06,2469216FJ31LXSLMH,TST* LA RISTRA - CHANDLER Chandler  AZ,,52.51,,,,,
,,,4296,04/08,04/08,2444500FL2X7ED60N,FRYS 5051866-576-4377 AZ,,169.25,,,,,
,,,4296,04/09,04/09,2444500FL8PR1480B,FRYS FUEL #7658 GILBERT  AZ,,2.73,,,,,
,,,4296,04/09,04/09,2444500FL8PR14861,FRYS FUEL #7658 GILBERT  AZ,,39.89,,,,,
,,,4296,04/09,04/09,2469216FL32YJ89D9,AMZN Mktp US*P74XI0D53 Amzn.com/bill WA,,25.92,,,,,
,,,4296,04/12,04/12,2416407FR2LZP5PSX,TARGET00018382 CHANDLER  AZ,,48.51,,,,,
,,,4296,04/12,04/12,2444500FR00P1J3QE,WALGREENS #2056 CHANDLER  AZ,,12.60,,,,,
,,,4296,04/12,04/12,2469216FR36D5T9RK,IN-N-OUT MESA MESA  AZ,,12.89,,,,,
,,,4296,04/13,04/13,2475542FT4Z9VTKB5,COCA COLA TEMPE AZ TEMPE  AZ,,1.75,,,,,
,,,4296,04/14,04/14,2401339FT01FSP037,TASTE OF CHINA GILBERT  AZ,,48.39,,,,,
,,,4296,04/14,04/14,2442733FSLM7RJEX3,SPROUTS FARMERS MAR CHANDLER  AZ,,47.98,,,,,
,,,4296,04/16,04/16,2469216FV2ZEY2D4J,AMZN Mktp US*KT6Z24IA3 Amzn.com/bill WA,,10.77,,,,,
,,,4296,04/16,04/16,2469216FV2Z7Z4YV1,AMZN Mktp US*S43QK9AF3 Amzn.com/bill WA,,114.34,,,,,
,,,,,,,,,,,Balance Subject,,,Balance as of
,,,,,,,,Type of Balance,,Percentage Rate,,Billing,Interest Charge,
,,,,,,,,,,,to Interest Rate,,,04/17/2024
,,,,,,,,,,(APR),,Cycle,,
,,,,,,,,PURCHASES,,,,,,
,,,,,,,,,,0.00%,$0.00,30,$0.00,"$10,220.53"
,,,,,,,,PROMOTIONAL RATE EXPIRES 06/17/24,,,,,,
,,,,,,,,CASH ADVANCES,,29.99% variable,$0.00,30,$0.00,$0.00
