Date,Category_Display,Payer,Description,Amount_Charged_Display,Shared_Amount_Display,RyanOwes,JordynOwes,BalanceImpact,Cumulative_Balance_Display,Who_Paid_Text,Share_Type,Shared_Reason,DataQuality_Audit,DataQualityFlag,TransactionID
,RENT,Jordyn,Rent for May-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,9cc514b23b5a5f76
,RENT,Jordyn,Rent for Jun-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,5a38e667781bd62b
,RENT,Jordyn,Rent for Jul-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,a0dedb5ed6503a03
,RENT,Jordyn,Rent for Aug-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,a4e115f44bd5190a
,RENT,Jordyn,Rent for Sep-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,f3722bd4d43f69fa
,RENT,Jordyn,Rent for Oct-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,799767f600122411
,RENT,Jordyn,Rent for Nov-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,2adfc6a4d515fa94
,RENT,Jordyn,Rent for Dec-25,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,a1e61cb34540f7d8
,RENT,Jordyn,Rent for Jan-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,f4e3cde451d877db
,RENT,Jordyn,Rent for Feb-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,0c9991228c25a490
,RENT,Jordyn,Rent for Mar-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,6a27087f11f9bcf0
,RENT,Jordyn,Rent for Apr-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,7f8b44fd80ffaf21
,RENT,Jordyn,Rent for May-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,a997d14cdaa0fc25
,RENT,Jordyn,Rent for Jun-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,03fd8e2bd67cd11c
,RENT,Jordyn,Rent for Jul-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,658b880a2a9ea2c9
,RENT,Jordyn,Rent for Aug-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,9ea89d2191a834b6
,RENT,Jordyn,Rent for Sep-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,87272f24b6f98994
,RENT,Jordyn,Rent for Oct-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,e578b84bf8fb501c
,RENT,Jordyn,Rent for Nov-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,f1638135e60b0d2f
,RENT,Jordyn,Rent for Dec-26,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,4707bd2070d0a377
,RENT,Jordyn,Rent for Jan-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,c062aa0990026903
,RENT,Jordyn,Rent for Feb-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,70d42e39dd237010
,RENT,Jordyn,Rent for Mar-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,55ea518825faa8b9
,RENT,Jordyn,Rent for Apr-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,13b5fa5d6008892f
,RENT,Jordyn,Rent for May-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,2e61655542227fda
,RENT,Jordyn,Rent for Jun-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,8f8941e4876d1152
,RENT,Jordyn,Rent for Jul-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,189f8d392a4f68fb
,RENT,Jordyn,Rent for Aug-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,a5e8aeb756ab9709
,RENT,Jordyn,Rent for Sep-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,071ae1b074694507
,RENT,Jordyn,Rent for Oct-27,0.0,0.0,0.0,0.0,0.0,0.0,Jordyn,SHARED,<NA>,CLEAN,RENT_VARIANCE_HIGH,bf9a8746c432a6e9
2023-09-09,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8c3e594126ead4ed
2023-09-09,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c9340735b4e7b0e6
2023-09-09,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0a008f12ecc31acd
2023-09-09,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,1ff719e60d22867f
2023-09-09,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,04cf27bc376bd1ed
2023-09-10,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,b1cea94befba9bc4
2023-09-11,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0f343b90dd98e39e
2023-09-11,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,231cd6ea4c214963
2023-09-13,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9cdb762c06b3c625
2023-09-14,EXPENSE,Ryan, Looking into overcharge possibility ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ddc82b7096dce58f
2023-09-15,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,afd09be0a20dbf07
2023-09-15,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ee08766e088a34e4
2023-09-15,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,4dbe4cbf1cd96b58
2023-09-16,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5d719e26d7f37447
2023-09-16,EXPENSE,Ryan, Wine $30 ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5062a0727435099e
2023-09-17,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,247cbc8661c16396
2023-09-18,EXPENSE,Ryan, Poke Bowl ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9f748a0f46b130bc
2023-09-18,EXPENSE,Ryan," Gatore, Chicken Broth, etc. ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,8764c6d703cd2f27
2023-09-18,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,7b60b4eddcf3d150
2023-09-18,EXPENSE,Ryan," Groceries (Water, Wine, Waterloo, etc.) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,d70be98bde892ede
2023-09-18,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ff5c6e480f4ee109
2023-09-19,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,09d02c0fc6ddcc7a
2023-09-20,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a68abd6c9cb225c4
2023-09-21,EXPENSE,Ryan, Wine & Water ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,32c245d6ab247987
2023-09-22,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ac628baaf1e57124
2023-09-23,EXPENSE,Ryan, Water & Wine ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c9450813715334f5
2023-09-23,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,39ea717b4da4c206
2023-09-23,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,fd1074c34f3dfe0b
2023-09-23,EXPENSE,Ryan," $85.31 (Birthday present portion, 2x to calculate) ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,MANUAL_CALCULATION_NOTE,MANUAL_CALCULATION_NOTE,8f3ac38c62482ccd
2023-09-23,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,fd1074c34f3dfe0b
2023-09-23,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a22e8d141521ded7
2023-09-23,EXPENSE,Ryan," Astroglide, Milk Thistle ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,0f48082fbccac626
2023-09-23,EXPENSE,Ryan," Hand sanitizer, Prosecco  ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,5aabcdb1a46628fd
2023-09-24,EXPENSE,Ryan, 100% Jordyn (2x to calculate appropriately) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,MANUAL_CALCULATION_NOTE,MANUAL_CALCULATION_NOTE,09e9e1d149d169dc
2023-09-24,EXPENSE,Ryan, Jordyn Tolls ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,eecb0c8b8244f21c
2023-09-24,EXPENSE,Ryan," Tide, Arm & Hammer, Puff ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,26e65c4bded37737
2023-09-24,EXPENSE,Ryan," Laundry detergent, tissue ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,ca364771a54864ab
2023-09-24,EXPENSE,Ryan," MIlk Thistle, Deodorant ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,a214e0882e4a24d9
2023-09-24,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0178923f72535f0d
2023-09-24,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ccc9ceda963b697b
2023-09-24,EXPENSE,Ryan," Milk Thistle, Deodorant ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,d12ecaa169dd9ba3
2023-09-25,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0062438dc6cb09ee
2023-09-25,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,058a91ae578fc775
2023-09-26,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,dbdf9aac423eb977
2023-09-26,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,dbdf9aac423eb977
2023-09-27,EXPENSE,Ryan," Groceries, water, etc. ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9cea9743a49cb242
2023-09-27,EXPENSE,Ryan, 3 Ring Binder ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,0f18c8f2de8c0557
2023-09-28,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,af80162d1288ae86
2023-09-28,EXPENSE,Ryan, L-Theanine ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,22faa2cb7458338a
2023-09-28,EXPENSE,Ryan," CoQ10, Flaxseed ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,765d204961502b51
2023-09-29,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,c4a2b9be233f11ef
2023-09-30,EXPENSE,Ryan, Refund ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5a5aa862ed99e308
2023-09-30,EXPENSE,Ryan, Wine  ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9cdc4e49fbe44414
2023-10-01,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,db3f37c51f09fba1
2023-10-01,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,294874ff877a9e84
2023-10-01,EXPENSE,Ryan," 10/01 Order Amendment - Chicken tender, Pizza, Luna Bars ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,bae91dd3972a3556
2023-10-01,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,dd7230ede2d16372
2023-10-01,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f923d3a085d2d2d1
2023-10-01,EXPENSE,Ryan, 10/01 Order ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,abbceefafccc0697
2023-10-02,EXPENSE,Ryan, Rapid Strips ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,f5d69a7be7c6df46
2023-10-02,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a08270cf63eeb82a
2023-10-03,EXPENSE,Ryan, Tests ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,291c9d75fb656771
2023-10-03,EXPENSE,Ryan, Itemized on Monthly Budget ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9be78f0f9d0c844b
2023-10-04,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2cb6de44d4a203da
2023-10-04,EXPENSE,Ryan," 10/04 Order (Split $14.33 2463 / $29.06 EBT) Oikos, Beef Jerky, Sponges and Water ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,d6be5ac691a44218
2023-10-06,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ea2eb9dee68f68c8
2023-10-06,EXPENSE,Ryan, 3 Seltzers ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,7ec00807dd98212d
2023-10-06,EXPENSE,Ryan," 10/04 Order (Split $14.33 2463 / $29.06 EBT) Oikos, Beef Jerky, Sponges and Water ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,29a2aded9f647430
2023-10-07,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,82224123f5c1f179
2023-10-07,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,004e69240084ba0c
2023-10-09,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,60db3e7f397fe9a3
2023-10-09,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e0f96dc1c9e3907a
2023-10-09,EXPENSE,Ryan, 10/09 Order (Split $139.49 2463 / $76.25 EBT) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,118a31bcea3baa06
2023-10-10,EXPENSE,Ryan, Refund ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,a7287643574492d0
2023-10-11,EXPENSE,Ryan, 10/09 Order (Split $139.49 2463 / $76.25 EBT) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,3da1311b318c1bc9
2023-10-11,EXPENSE,Jordyn, Vacuum & Brita ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ea3c23a8f97c8250
2023-10-11,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,537d70b2f9e1f3de
2023-10-11,EXPENSE,Jordyn," Pans, Charger, Kindle, etc. ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,d51ada2eea465fd8
2023-10-12,EXPENSE,Ryan, Gas ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,64f8b3ab51c565c3
2023-10-13,EXPENSE,Ryan, Ink ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,357ecfd6d7a9f45d
2023-10-13,EXPENSE,Ryan, Refund ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2d2d3aac8616c48c
2023-10-13,EXPENSE,Ryan, Refund ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,2d2d3aac8616c48c
2023-10-14,EXPENSE,Ryan, Water & Tito's ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,3509ff9f7703099d
2023-10-14,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,6bb4a871eec87b56
2023-10-16,EXPENSE,Ryan, CB & CB ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,6e69c6b20d2878ac
2023-10-16,EXPENSE,Ryan," Missed - Josh Cab, Vinegar, New Zealand Sauvignon Blanc, Sparkling Watermelon, Polar Lime ",0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,44569898dc63bffe
2023-10-16,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,e650669ef84144c0
2023-10-16,EXPENSE,Ryan, 10/16 Order (Split $138.76 4296 / 177.03 EBT) ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,48f1fae17f9d7286
2023-10-16,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,88e0aa26f44c53f5
2023-10-16,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,5132584a3e573777
2023-10-17,EXPENSE,Ryan, Sushi ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,9e0b5b6602176340
2023-10-17,EXPENSE,Ryan, TV ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,2cf1ed1af4482f03
2023-10-18,EXPENSE,Ryan, Brush ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,7d7c4b064fcb8bb1
2023-10-18,EXPENSE,Ryan, Retainer Brite Tablets ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,a0f2413e92190814
2023-10-18,EXPENSE,Ryan, Mouthwash ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,DUPLICATE_SUSPECTED,DUPLICATE_SUSPECTED,93502f2526940d7c
2023-10-18,EXPENSE,Jordyn,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,ea204f84b5ecc4c8
2023-10-19,EXPENSE,Ryan, Curiosty Stream? ,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,3a086029489b2989
2023-10-21,EXPENSE,Ryan,,0.0,0.0,0.0,0.0,0.0,0.0,<NA>,PERSONAL,<NA>,CLEAN,CLEAN,8c230a83aa6688e1
